brightness_k,frp_mw,firms_confidence_pct,daynight,observation_count_7d,persistence_hours_7d,frp_trend_pct,industrial_proximity_km,refinery_proximity_km,mine_proximity_km,forest_proximity_km,cropland_proximity_km,population_5km,land_cover,label
311.72,14.0,91,1,25,115.62,12.41,2.78,8.9,21.62,49.85,24.21,3481,Industrial,Industrial Thermal Source
367.0,10.02,89,1,21,24.08,6.46,1.61,5.02,13.02,31.87,43.58,1448,Built-up,Industrial Thermal Source
313.58,103.6,80,1,25,25.47,-14.18,2.62,1.26,19.5,76.46,25.42,14851,Built-up,Industrial Thermal Source
361.57,16.52,68,1,20,67.46,1.44,0.64,7.27,40.81,78.24,22.17,496,Industrial,Industrial Thermal Source
300.48,27.78,96,1,24,46.55,0.8,1.75,3.44,20.85,34.39,39.61,5147,Industrial,Industrial Thermal Source
343.98,59.37,84,1,12,128.23,13.02,2.49,2.9,33.53,95.09,40.23,3197,Built-up,Industrial Thermal Source
359.13,16.85,83,1,9,113.61,4.98,2.55,2.45,39.19,83.2,50.04,1295,Industrial,Industrial Thermal Source
346.93,16.06,76,1,15,37.03,17.87,2.42,5.35,19.98,91.73,18.7,1432,Built-up,Industrial Thermal Source
342.23,11.21,100,1,23,147.91,6.41,1.48,9.89,28.95,43.41,58.72,2060,Built-up,Industrial Thermal Source
359.55,13.94,92,1,27,123.56,11.81,1.13,6.94,36.87,73.28,51.51,6300,Built-up,Industrial Thermal Source
352.62,49.32,86,1,26,81.05,17.74,0.16,2.52,42.95,29.07,39.82,7081,Built-up,Industrial Thermal Source
351.11,39.5,86,1,23,151.87,16.27,0.55,9.82,17.92,98.15,14.16,4889,Industrial,Industrial Thermal Source
360.72,21.75,87,1,20,99.84,3.2,1.86,4.65,19.88,52.14,29.74,10394,Built-up,Industrial Thermal Source
343.78,61.1,82,1,20,107.48,0.96,0.87,6.95,24.44,93.2,50.55,4076,Built-up,Industrial Thermal Source
360.05,18.68,89,1,21,51.71,10.36,1.72,4.92,40.6,66.08,49.37,2408,Built-up,Industrial Thermal Source
367.0,53.41,100,1,23,102.38,10.41,1.86,9.46,13.19,53.32,54.34,456,Industrial,Industrial Thermal Source
327.15,142.23,93,1,15,24.26,4.64,2.34,9.34,31.77,81.46,54.86,8760,Industrial,Industrial Thermal Source
367.0,11.91,100,1,14,127.07,5.0,0.52,8.98,28.89,57.66,26.08,2735,Built-up,Industrial Thermal Source
367.0,37.85,85,1,19,39.91,7.6,1.1,6.43,43.6,22.51,20.88,1412,Built-up,Industrial Thermal Source
315.7,70.36,89,1,27,50.14,4.25,0.53,4.49,21.25,91.62,50.91,808,Built-up,Industrial Thermal Source
313.31,19.28,86,1,21,73.02,6.31,1.94,9.65,27.85,22.46,75.22,1650,Industrial,Industrial Thermal Source
328.79,74.86,97,0,12,88.65,25.48,0.48,8.33,9.36,85.31,68.65,502,Built-up,Industrial Thermal Source
334.68,7.21,97,0,19,125.08,12.42,1.04,5.83,34.39,90.89,43.26,2778,Industrial,Industrial Thermal Source
347.73,116.63,94,1,19,99.38,24.04,1.46,6.42,21.14,30.25,65.34,929,Industrial,Industrial Thermal Source
337.69,13.16,90,1,14,89.45,4.65,2.94,4.82,16.62,92.08,20.39,6610,Industrial,Industrial Thermal Source
354.16,49.95,90,1,23,92.6,-1.48,0.81,6.61,34.86,48.76,24.59,3486,Built-up,Industrial Thermal Source
352.48,22.52,83,1,25,99.73,15.36,2.1,6.65,35.33,94.22,71.09,8474,Built-up,Industrial Thermal Source
349.18,12.04,81,1,24,45.4,5.35,1.89,5.55,33.06,20.49,56.17,10622,Built-up,Industrial Thermal Source
363.72,38.36,93,1,15,162.01,9.86,0.78,6.18,16.16,74.88,35.34,6073,Industrial,Industrial Thermal Source
352.02,11.24,98,1,11,116.01,2.29,1.01,6.66,41.7,58.32,68.19,1267,Built-up,Industrial Thermal Source
323.67,19.58,80,1,14,103.35,14.37,2.02,7.47,9.33,65.88,41.98,471,Industrial,Industrial Thermal Source
349.0,44.72,96,1,18,95.63,10.63,2.14,3.68,23.89,31.67,27.41,3494,Industrial,Industrial Thermal Source
367.0,29.88,94,1,18,60.46,7.83,2.05,3.41,35.87,71.79,37.52,988,Built-up,Industrial Thermal Source
348.88,50.1,80,1,9,141.21,3.81,1.35,8.03,8.47,56.86,62.46,2202,Industrial,Industrial Thermal Source
352.51,10.61,97,1,9,159.48,-7.34,1.79,1.43,30.06,47.84,27.32,1143,Built-up,Industrial Thermal Source
353.06,17.4,95,1,24,103.31,4.0,2.45,9.14,15.26,25.29,53.7,978,Industrial,Industrial Thermal Source
349.73,13.54,92,1,11,126.44,18.92,2.04,7.43,44.75,39.62,74.55,5087,Built-up,Industrial Thermal Source
346.43,4.79,82,1,7,58.73,-7.0,0.12,9.47,29.66,67.94,21.53,3844,Industrial,Industrial Thermal Source
350.29,49.7,98,1,10,167.26,8.6,0.7,5.26,40.98,44.24,69.08,2624,Built-up,Industrial Thermal Source
344.43,45.61,100,1,24,61.86,15.16,3.0,8.18,20.31,86.31,54.91,1045,Industrial,Industrial Thermal Source
349.02,19.09,94,1,7,66.56,17.69,2.78,6.46,9.54,78.48,49.81,17114,Built-up,Industrial Thermal Source
357.54,3.53,89,1,12,69.49,15.7,1.46,9.55,9.83,20.89,58.97,1613,Built-up,Industrial Thermal Source
340.43,24.49,80,1,15,112.49,4.2,2.13,2.95,16.58,43.23,72.47,5139,Built-up,Industrial Thermal Source
334.8,19.6,88,1,13,103.5,5.79,1.29,6.55,7.77,36.03,23.32,2807,Industrial,Industrial Thermal Source
346.24,9.41,92,1,10,65.25,15.71,1.96,2.23,10.97,79.11,49.04,3630,Built-up,Industrial Thermal Source
329.02,25.41,91,1,25,51.77,6.35,1.93,1.69,18.56,21.75,37.2,1145,Industrial,Industrial Thermal Source
341.24,58.9,97,1,27,88.81,-0.77,0.54,5.35,39.22,99.13,41.21,6283,Built-up,Industrial Thermal Source
347.89,17.82,84,1,27,36.03,14.62,1.09,7.22,8.88,83.28,35.26,4686,Industrial,Industrial Thermal Source
331.13,15.61,94,1,20,71.15,9.57,1.91,4.15,36.22,40.36,27.19,2769,Built-up,Industrial Thermal Source
351.36,1.89,73,1,17,59.91,2.23,0.83,9.31,28.72,30.33,16.87,3804,Built-up,Industrial Thermal Source
334.17,152.18,81,1,24,77.91,6.86,1.31,4.32,22.9,60.23,57.2,1530,Built-up,Industrial Thermal Source
340.61,86.14,92,1,22,40.88,11.71,2.14,6.25,34.57,66.82,40.73,263,Industrial,Industrial Thermal Source
365.58,89.53,85,1,23,96.52,13.43,2.08,0.6,27.95,93.89,79.7,8927,Industrial,Industrial Thermal Source
336.27,5.56,92,1,9,90.85,6.77,1.38,2.38,32.18,25.42,38.75,4310,Industrial,Industrial Thermal Source
357.25,7.87,90,1,13,148.92,11.9,0.26,8.01,10.68,53.21,14.02,1696,Industrial,Industrial Thermal Source
352.23,59.03,92,1,16,108.65,8.09,2.32,3.7,31.82,24.53,68.64,5454,Industrial,Industrial Thermal Source
346.81,51.94,84,1,12,139.53,13.6,0.62,3.42,27.2,49.24,30.24,8380,Built-up,Industrial Thermal Source
367.0,31.59,88,1,25,48.94,10.18,2.25,9.97,7.57,24.39,57.64,663,Built-up,Industrial Thermal Source
355.25,167.14,94,1,20,156.47,9.93,0.26,8.13,31.41,85.99,43.88,3700,Industrial,Industrial Thermal Source
336.07,39.6,95,1,19,149.67,12.64,2.58,6.34,30.07,64.73,73.75,2048,Industrial,Industrial Thermal Source
345.75,74.18,82,1,24,59.55,3.08,0.98,2.37,12.0,26.93,36.8,3962,Industrial,Industrial Thermal Source
325.17,9.29,96,1,20,113.65,11.79,2.59,6.81,9.06,79.66,56.74,6199,Industrial,Industrial Thermal Source
342.87,7.4,88,1,25,159.5,15.85,0.14,2.56,22.97,81.86,70.44,4451,Built-up,Industrial Thermal Source
348.74,46.71,80,1,27,156.43,11.84,0.37,2.6,36.24,51.54,54.93,1806,Industrial,Industrial Thermal Source
356.02,10.14,79,1,11,149.95,12.71,0.61,5.85,16.77,47.48,18.3,3304,Industrial,Industrial Thermal Source
347.56,14.17,84,1,24,116.71,8.04,2.73,8.94,18.8,72.99,29.24,3750,Industrial,Industrial Thermal Source
354.32,20.92,85,1,24,124.96,22.12,0.94,9.63,29.95,56.37,17.4,2463,Industrial,Industrial Thermal Source
344.5,42.61,87,1,16,118.56,14.0,0.12,8.31,15.77,72.74,69.12,1742,Industrial,Industrial Thermal Source
347.62,71.7,99,1,27,90.03,14.14,0.95,6.83,36.36,97.69,41.48,912,Industrial,Industrial Thermal Source
367.0,18.56,94,1,27,136.65,12.57,0.74,5.59,13.81,35.88,47.44,23804,Industrial,Industrial Thermal Source
362.02,8.19,87,1,22,109.07,-4.2,1.74,5.3,23.23,81.15,51.82,6710,Built-up,Industrial Thermal Source
329.28,69.06,92,1,18,129.79,11.22,0.82,8.09,20.57,70.34,28.37,3998,Built-up,Industrial Thermal Source
332.68,8.47,85,1,26,50.44,4.98,2.43,1.98,31.13,57.91,53.67,837,Industrial,Industrial Thermal Source
319.5,8.93,89,1,22,137.55,-1.56,2.49,3.23,14.84,81.36,27.66,4592,Industrial,Industrial Thermal Source
347.32,38.52,95,1,14,130.93,-3.43,0.84,8.4,31.34,33.32,79.13,8775,Built-up,Industrial Thermal Source
366.0,8.44,92,1,27,98.98,4.68,2.59,2.36,36.23,22.43,42.53,1470,Built-up,Industrial Thermal Source
342.57,20.04,100,1,16,32.59,14.05,0.87,2.19,11.59,87.46,60.74,164,Built-up,Industrial Thermal Source
360.81,6.03,81,1,22,59.69,-1.44,0.3,6.03,39.47,81.95,58.79,1445,Industrial,Industrial Thermal Source
321.97,8.26,89,1,10,47.15,-3.78,1.77,8.86,26.7,42.16,62.41,8861,Built-up,Industrial Thermal Source
361.52,27.44,99,1,10,27.21,-6.92,1.57,6.94,26.33,49.69,45.79,10461,Industrial,Industrial Thermal Source
357.96,45.98,88,1,13,82.18,8.47,1.04,0.73,37.52,28.9,63.35,4613,Built-up,Industrial Thermal Source
339.9,29.38,100,1,8,31.94,5.58,0.87,0.56,31.9,42.65,53.59,1754,Built-up,Industrial Thermal Source
328.31,3.17,97,1,25,101.15,4.69,2.78,8.6,12.12,69.0,56.96,1868,Industrial,Industrial Thermal Source
352.88,21.86,76,1,16,112.84,-0.92,2.14,6.23,44.12,26.16,32.55,27204,Built-up,Industrial Thermal Source
349.8,46.76,89,1,26,70.51,8.22,0.85,0.93,13.19,95.44,30.31,1375,Built-up,Industrial Thermal Source
344.96,16.62,93,1,18,114.66,-0.14,2.75,5.9,16.02,49.13,16.77,6440,Built-up,Industrial Thermal Source
329.85,91.42,100,1,25,147.12,18.18,1.17,5.18,38.52,93.42,60.12,599,Industrial,Industrial Thermal Source
353.68,13.56,84,1,19,112.06,24.36,1.64,5.81,40.4,65.34,73.3,5622,Built-up,Industrial Thermal Source
360.11,42.06,92,1,15,160.46,9.06,0.84,7.21,21.26,40.55,76.97,3899,Built-up,Industrial Thermal Source
343.94,13.78,87,1,22,161.47,6.85,3.0,4.5,9.97,32.93,32.61,3978,Built-up,Industrial Thermal Source
351.55,34.89,83,1,14,65.61,12.74,0.4,7.3,37.23,42.1,42.43,2010,Built-up,Industrial Thermal Source
356.35,30.72,85,1,7,108.72,12.64,2.35,3.52,36.11,62.59,21.05,2431,Built-up,Industrial Thermal Source
339.18,36.28,88,1,11,57.31,13.95,2.33,0.91,34.0,94.76,78.44,5685,Built-up,Industrial Thermal Source
344.11,13.73,92,1,12,103.03,-10.34,2.67,1.41,7.73,93.37,26.66,5689,Industrial,Industrial Thermal Source
346.67,10.12,86,1,7,128.9,25.59,2.62,1.35,21.55,79.96,70.83,5305,Industrial,Industrial Thermal Source
351.3,24.36,90,1,15,48.13,5.14,1.38,2.44,12.31,22.26,78.69,3005,Industrial,Industrial Thermal Source
348.5,17.5,90,1,12,111.46,2.23,0.95,2.78,31.9,21.91,20.71,2296,Industrial,Industrial Thermal Source
367.0,14.13,85,1,7,41.19,-10.45,1.8,2.19,33.89,23.12,44.02,2384,Industrial,Industrial Thermal Source
355.77,15.95,84,1,7,36.64,5.01,0.56,4.21,41.26,73.18,65.46,4509,Industrial,Industrial Thermal Source
354.31,17.72,87,1,27,163.6,16.86,2.78,6.28,10.86,57.78,51.88,2862,Built-up,Industrial Thermal Source
363.11,18.09,85,1,8,122.71,7.12,0.97,3.35,37.47,74.03,33.23,4648,Built-up,Industrial Thermal Source
351.38,32.34,87,1,12,116.6,10.14,2.14,8.72,26.51,87.84,72.81,1071,Industrial,Industrial Thermal Source
318.61,16.53,86,1,23,120.97,10.68,1.64,3.0,41.47,51.37,60.52,14735,Built-up,Industrial Thermal Source
349.75,11.56,93,1,11,94.53,9.0,0.56,6.89,22.92,81.35,23.42,7444,Industrial,Industrial Thermal Source
341.29,10.12,99,1,8,41.26,11.25,1.8,4.51,17.08,85.48,71.02,9027,Industrial,Industrial Thermal Source
339.02,5.67,92,1,10,91.85,21.59,0.44,8.49,32.94,53.47,21.89,4573,Built-up,Industrial Thermal Source
345.89,26.52,95,1,7,98.93,-2.23,0.2,5.01,9.74,53.64,66.84,2265,Built-up,Industrial Thermal Source
367.0,6.65,88,1,14,155.96,14.84,2.11,3.51,15.09,25.86,59.61,3334,Industrial,Industrial Thermal Source
358.53,15.74,92,1,23,128.0,11.88,0.77,6.33,22.37,54.44,26.81,3918,Industrial,Industrial Thermal Source
343.96,31.29,85,1,7,36.44,3.77,0.15,3.35,32.28,43.64,31.63,1638,Industrial,Industrial Thermal Source
354.09,22.4,90,1,7,96.99,20.68,2.9,4.63,15.44,99.92,25.4,676,Industrial,Industrial Thermal Source
340.23,122.34,93,1,24,154.03,0.59,0.14,1.21,36.76,28.59,44.73,2136,Built-up,Industrial Thermal Source
359.44,42.78,90,1,25,107.94,3.93,2.9,8.48,43.43,80.26,54.81,4732,Industrial,Industrial Thermal Source
367.0,49.56,93,1,21,112.7,10.52,0.91,4.92,26.64,42.21,78.09,1548,Built-up,Industrial Thermal Source
350.88,31.29,100,1,22,29.46,0.82,0.16,4.19,36.26,57.13,41.59,8753,Industrial,Industrial Thermal Source
330.69,19.86,91,1,16,43.74,0.33,0.41,5.59,12.52,42.64,40.42,1434,Industrial,Industrial Thermal Source
333.28,104.15,90,1,15,89.16,2.2,1.38,2.77,26.91,73.46,36.54,1669,Industrial,Industrial Thermal Source
329.05,10.08,90,1,8,29.78,6.47,2.87,2.14,19.14,62.37,34.12,4619,Industrial,Industrial Thermal Source
342.13,14.7,85,1,25,135.25,-3.28,0.65,5.23,18.37,60.73,61.73,586,Industrial,Industrial Thermal Source
364.44,15.1,90,1,10,83.83,8.14,1.48,9.28,7.11,91.45,76.97,192,Built-up,Industrial Thermal Source
351.35,69.76,87,1,25,43.78,7.28,2.35,7.75,13.42,97.77,14.26,2022,Built-up,Industrial Thermal Source
344.66,41.13,88,1,8,86.31,9.1,2.17,5.93,35.39,87.76,30.64,2093,Built-up,Industrial Thermal Source
349.97,3.49,90,1,10,149.45,8.44,2.03,5.46,19.34,90.6,58.14,6802,Built-up,Industrial Thermal Source
349.54,17.75,94,1,24,56.98,-6.5,2.44,1.92,27.43,58.25,66.87,3402,Built-up,Industrial Thermal Source
351.25,18.1,98,1,22,160.39,8.91,0.29,4.88,33.83,68.31,65.27,2165,Built-up,Industrial Thermal Source
318.32,30.95,78,1,21,43.88,8.31,2.61,0.76,19.6,62.91,72.18,990,Built-up,Industrial Thermal Source
350.65,21.84,82,1,19,90.75,-0.51,0.18,3.87,11.91,92.52,19.59,787,Built-up,Industrial Thermal Source
339.54,28.55,100,1,21,45.7,1.47,0.93,6.98,44.35,91.97,60.55,7202,Built-up,Industrial Thermal Source
334.54,10.12,87,1,16,163.27,0.62,0.54,1.28,41.49,99.54,42.0,1107,Built-up,Industrial Thermal Source
337.61,11.85,90,1,27,93.68,2.82,1.3,7.45,15.77,39.6,71.3,4578,Industrial,Industrial Thermal Source
358.18,12.8,91,1,23,113.43,8.37,2.92,3.93,14.96,76.68,63.56,3848,Industrial,Industrial Thermal Source
348.19,52.68,93,1,15,156.85,4.53,0.14,3.48,27.42,56.72,39.65,7266,Industrial,Industrial Thermal Source
340.6,35.95,87,1,8,144.65,12.38,0.93,7.65,14.54,92.2,41.63,1852,Built-up,Industrial Thermal Source
340.31,42.01,91,1,26,72.78,5.16,2.55,5.32,24.55,79.25,14.95,1587,Industrial,Industrial Thermal Source
348.21,22.0,86,1,12,52.55,18.25,1.26,9.59,8.6,79.51,67.15,3251,Built-up,Industrial Thermal Source
331.45,23.59,91,1,8,53.27,13.4,0.95,7.39,35.45,68.21,69.91,2101,Industrial,Industrial Thermal Source
345.76,55.73,83,1,12,61.03,9.04,2.9,1.89,18.84,94.17,21.76,3470,Built-up,Industrial Thermal Source
345.31,9.37,91,1,12,143.29,5.79,2.26,5.19,10.43,97.51,57.31,1025,Built-up,Industrial Thermal Source
341.06,9.6,85,1,15,142.56,9.83,2.69,8.97,27.18,79.52,60.58,1730,Industrial,Industrial Thermal Source
341.91,28.42,82,1,9,119.93,6.38,0.3,2.96,37.64,60.0,67.11,5166,Industrial,Industrial Thermal Source
328.15,80.21,86,1,8,48.02,0.2,2.92,0.46,14.12,77.55,27.51,1695,Industrial,Industrial Thermal Source
339.34,25.56,84,1,28,91.1,-1.14,1.44,1.63,39.78,67.25,50.69,2006,Built-up,Industrial Thermal Source
350.79,61.95,94,1,27,63.13,6.66,2.52,6.94,41.35,84.55,79.41,3226,Industrial,Industrial Thermal Source
367.0,85.99,90,1,27,84.0,2.85,2.47,2.32,38.81,86.93,71.12,18322,Built-up,Industrial Thermal Source
349.43,19.75,87,1,21,38.99,10.95,1.11,1.27,38.31,84.98,53.03,1500,Industrial,Industrial Thermal Source
334.83,41.08,83,1,15,129.47,9.23,1.69,1.68,28.4,22.02,74.2,1690,Industrial,Industrial Thermal Source
356.19,35.81,87,1,7,61.38,-4.89,2.52,0.58,36.18,29.5,45.82,1836,Industrial,Industrial Thermal Source
353.54,37.76,87,1,12,166.73,-0.88,1.73,0.47,44.55,21.38,40.06,645,Built-up,Industrial Thermal Source
348.9,77.67,100,1,11,30.18,2.63,1.91,9.94,26.63,80.7,72.68,6727,Industrial,Industrial Thermal Source
343.88,13.53,84,1,8,165.36,5.95,1.93,4.28,35.85,59.76,59.65,23728,Industrial,Industrial Thermal Source
327.71,7.18,85,1,10,77.13,3.4,2.13,3.17,27.86,78.24,16.21,1708,Industrial,Industrial Thermal Source
346.55,10.96,95,1,22,110.8,12.34,0.75,1.6,28.92,61.83,64.33,14206,Industrial,Industrial Thermal Source
367.0,19.25,95,1,17,70.98,9.5,1.86,5.62,40.77,62.64,17.56,4006,Industrial,Industrial Thermal Source
361.59,10.78,90,1,15,65.65,6.97,2.52,6.7,15.97,79.41,55.68,1647,Industrial,Industrial Thermal Source
350.39,10.48,89,1,7,24.34,2.45,1.25,8.69,33.52,81.39,37.19,1012,Built-up,Industrial Thermal Source
360.15,36.64,96,1,22,90.66,-2.96,2.24,0.9,8.19,89.98,18.09,2033,Built-up,Industrial Thermal Source
338.65,36.58,94,1,25,143.59,19.11,0.28,6.8,25.33,29.72,37.3,1129,Built-up,Industrial Thermal Source
343.97,34.37,86,1,26,118.95,28.39,2.93,9.65,18.21,57.89,18.99,2761,Industrial,Industrial Thermal Source
335.07,27.12,96,1,22,101.48,-2.92,2.74,4.88,27.66,31.81,74.12,497,Built-up,Industrial Thermal Source
334.25,33.7,89,1,18,78.72,14.25,2.64,6.62,41.9,26.49,40.58,2758,Industrial,Industrial Thermal Source
352.78,122.2,90,1,17,54.52,-1.97,1.79,6.0,31.97,20.82,22.31,7534,Built-up,Industrial Thermal Source
326.89,63.59,90,1,12,119.42,8.73,2.81,7.07,12.65,83.41,28.08,4768,Built-up,Industrial Thermal Source
361.41,18.13,95,1,9,114.14,1.28,2.2,9.62,42.35,94.54,17.19,8466,Industrial,Industrial Thermal Source
319.55,11.62,86,1,26,158.09,18.79,2.3,7.67,10.95,68.03,15.18,1808,Built-up,Industrial Thermal Source
347.07,28.51,83,1,7,82.08,5.41,2.02,1.18,10.82,58.72,23.76,3023,Industrial,Industrial Thermal Source
328.01,9.62,80,1,10,28.49,2.95,2.16,9.99,22.7,61.96,55.41,5199,Built-up,Industrial Thermal Source
348.26,22.49,95,1,23,95.24,16.8,2.53,7.39,28.34,37.9,40.21,3914,Industrial,Industrial Thermal Source
339.23,28.98,81,1,11,154.99,-11.93,2.15,1.05,44.3,62.58,68.13,1367,Industrial,Industrial Thermal Source
349.11,16.03,73,1,13,136.11,0.49,1.36,9.49,17.85,66.63,43.31,3484,Industrial,Industrial Thermal Source
363.57,116.23,98,1,13,108.43,-2.92,2.11,9.0,11.41,21.33,40.63,988,Industrial,Industrial Thermal Source
336.94,55.01,90,1,24,55.11,15.29,2.2,8.3,9.68,42.5,66.82,3042,Built-up,Industrial Thermal Source
361.98,31.95,93,1,22,61.03,6.0,2.89,7.91,38.18,68.3,60.45,7647,Industrial,Industrial Thermal Source
358.53,10.98,77,1,13,85.06,7.0,2.55,8.36,26.3,28.76,40.54,2897,Industrial,Industrial Thermal Source
354.51,47.36,100,1,27,129.22,-6.29,0.63,6.93,13.24,25.31,15.44,2442,Built-up,Industrial Thermal Source
327.57,122.79,92,1,10,108.22,-0.24,2.15,6.43,8.43,81.35,48.4,13148,Built-up,Industrial Thermal Source
341.61,96.99,89,1,23,151.45,1.17,0.77,1.7,24.08,50.95,70.59,14348,Industrial,Industrial Thermal Source
317.46,6.7,79,1,7,81.17,-6.76,2.27,6.25,23.02,57.99,72.88,1009,Built-up,Industrial Thermal Source
340.7,24.22,92,1,26,33.65,8.91,0.43,8.96,25.04,56.21,42.84,22950,Industrial,Industrial Thermal Source
335.6,5.45,90,1,24,99.23,14.02,0.11,9.6,23.92,43.26,31.58,699,Industrial,Industrial Thermal Source
338.71,8.75,94,1,6,53.9,-3.8,1.73,6.77,14.78,46.93,47.23,1804,Industrial,Industrial Thermal Source
349.2,54.85,100,1,14,69.03,-0.56,0.55,1.0,26.07,44.74,19.86,2527,Industrial,Industrial Thermal Source
353.21,194.75,81,1,20,74.2,-6.68,0.34,8.7,37.91,77.26,47.09,592,Built-up,Industrial Thermal Source
361.48,13.63,84,1,17,136.46,11.41,1.2,1.29,21.21,33.86,57.75,3167,Built-up,Industrial Thermal Source
353.96,6.84,88,0,15,69.86,11.92,1.8,6.28,41.79,43.48,63.51,553,Industrial,Industrial Thermal Source
367.0,14.05,92,1,12,149.18,17.6,0.88,5.1,41.0,62.85,19.48,2889,Built-up,Industrial Thermal Source
333.31,58.18,87,1,10,108.89,5.79,2.32,6.95,8.99,34.29,65.96,810,Built-up,Industrial Thermal Source
330.8,42.38,100,1,21,71.59,1.1,0.57,5.77,15.97,77.08,64.42,4683,Industrial,Industrial Thermal Source
352.08,17.03,97,1,13,115.45,16.25,2.99,5.8,40.16,78.83,78.35,4057,Built-up,Industrial Thermal Source
343.79,16.25,94,1,14,87.17,12.04,1.56,4.63,32.24,79.2,60.69,2581,Industrial,Industrial Thermal Source
354.08,9.44,100,1,23,101.21,13.03,2.75,8.04,35.28,86.0,27.15,2650,Industrial,Industrial Thermal Source
353.81,27.88,91,1,26,135.55,3.06,2.92,1.59,31.0,51.31,70.03,1200,Industrial,Industrial Thermal Source
343.03,29.22,100,1,17,95.31,7.95,1.17,4.18,35.62,32.09,79.83,2448,Built-up,Industrial Thermal Source
325.57,12.93,83,1,19,82.1,6.09,0.66,8.19,25.93,65.49,42.66,2006,Industrial,Industrial Thermal Source
346.67,41.24,94,1,21,38.18,6.82,2.79,5.08,28.36,79.53,19.82,2174,Industrial,Industrial Thermal Source
350.55,26.77,91,1,12,26.28,4.4,2.15,3.33,22.07,24.74,29.97,3384,Industrial,Industrial Thermal Source
327.37,12.17,79,1,17,82.52,5.25,1.36,2.02,19.1,83.31,48.33,2429,Built-up,Industrial Thermal Source
350.09,27.33,100,1,11,162.49,-3.25,0.29,4.18,25.25,37.19,33.78,26028,Built-up,Industrial Thermal Source
364.56,12.89,82,1,15,87.9,22.74,1.95,7.91,39.68,77.76,69.13,3725,Industrial,Industrial Thermal Source
347.62,458.9,89,1,15,133.35,10.62,2.56,2.05,40.37,77.77,29.82,1168,Built-up,Industrial Thermal Source
342.36,43.29,78,1,23,75.3,15.94,2.09,5.67,39.26,28.37,25.55,3426,Industrial,Industrial Thermal Source
359.18,70.35,95,1,8,166.58,9.91,0.25,3.27,18.43,75.67,43.12,10284,Built-up,Industrial Thermal Source
367.0,68.38,89,1,6,135.92,20.12,0.38,6.01,25.77,33.04,23.44,5035,Built-up,Industrial Thermal Source
331.67,4.06,88,1,7,43.9,0.94,2.37,9.83,23.71,80.48,40.71,1798,Built-up,Industrial Thermal Source
345.33,54.74,89,1,23,160.82,-0.13,1.21,4.17,8.47,44.92,45.27,1863,Built-up,Industrial Thermal Source
337.32,15.54,84,1,28,111.54,13.56,1.14,8.51,32.47,78.18,43.72,488,Industrial,Industrial Thermal Source
367.0,20.33,77,1,10,58.75,0.27,1.08,1.66,34.66,32.25,49.68,2364,Built-up,Industrial Thermal Source
364.05,15.71,89,1,16,38.12,4.29,2.44,9.3,34.9,40.87,16.81,958,Industrial,Industrial Thermal Source
351.17,32.22,77,1,19,125.41,11.54,1.89,7.41,25.09,40.7,33.1,1808,Built-up,Industrial Thermal Source
342.54,62.31,74,1,24,109.32,2.92,0.14,5.35,36.52,92.54,38.89,5906,Industrial,Industrial Thermal Source
367.0,15.03,89,1,25,105.37,5.61,1.86,6.3,34.93,34.93,42.1,3543,Industrial,Industrial Thermal Source
319.04,46.15,96,1,28,95.66,1.06,1.51,5.43,42.8,97.93,71.93,554,Built-up,Industrial Thermal Source
361.22,93.91,81,1,16,143.46,16.66,1.86,0.94,37.77,71.52,50.1,7558,Built-up,Industrial Thermal Source
342.35,16.84,89,1,19,141.88,17.05,2.95,6.37,23.52,96.66,20.22,3713,Built-up,Industrial Thermal Source
342.82,23.45,97,1,22,62.04,13.03,1.57,4.13,34.32,41.82,56.15,2501,Industrial,Industrial Thermal Source
343.61,45.92,99,1,24,47.01,3.85,0.82,6.57,8.21,42.13,66.15,2133,Industrial,Industrial Thermal Source
325.95,42.55,94,1,25,136.16,9.44,0.22,0.59,17.13,89.94,76.69,6485,Built-up,Industrial Thermal Source
367.0,10.06,82,1,26,166.47,-2.36,1.92,5.64,27.02,24.22,30.51,1026,Industrial,Industrial Thermal Source
349.28,27.26,91,1,7,32.74,9.26,0.69,0.43,44.94,62.2,61.06,741,Industrial,Industrial Thermal Source
344.05,64.92,79,1,23,113.22,13.35,1.7,1.24,24.85,82.55,66.99,2734,Built-up,Industrial Thermal Source
325.54,3.47,72,1,9,102.06,16.15,1.2,4.55,32.97,47.75,46.16,2632,Built-up,Industrial Thermal Source
336.75,10.08,94,1,17,57.08,-0.21,0.46,1.24,24.31,40.73,63.05,3519,Built-up,Industrial Thermal Source
345.47,37.4,93,1,9,67.03,-1.78,1.18,4.72,8.86,84.9,70.32,1937,Industrial,Industrial Thermal Source
347.41,46.12,84,1,23,51.47,3.24,0.36,2.46,19.9,53.48,14.38,332,Built-up,Industrial Thermal Source
336.83,28.16,96,1,21,102.84,2.58,2.69,7.66,34.97,20.73,38.74,5785,Built-up,Industrial Thermal Source
329.77,23.44,82,1,7,101.78,4.74,2.28,2.3,19.21,91.32,53.03,4208,Industrial,Industrial Thermal Source
330.32,24.06,98,1,26,33.25,5.31,1.48,9.02,8.6,85.23,65.13,11686,Built-up,Industrial Thermal Source
343.35,491.89,82,1,15,123.64,14.93,1.38,3.08,31.55,88.44,60.22,2302,Built-up,Industrial Thermal Source
